bagus	positive
sebenarnya super apps ini sangat bagus tapi saya terpaksa saya harus memberi bintang satu alasannya simple akun google yang terkait ke aplikasi sapawarga tidak bisa di ganti dengan akun google yang baru tentu saja ini menyulitkan saya untuk aktivitas apalagi jika saya sudah punya jejak digital di sana aplikasi sapawarga ada berbagai alasan kenapa saya butuh akun google baru saya mohon untuk ada fitur baru supaya bisa mengganti akun google dengan yang baru	negative
membantu	positive
sangat membantu	positive
saya mengadu ijazah saya ditahan pihak sekolah tapi sudah 3 bulan ga selesai2 dan aduan dari warga yang lain pun tidak ada yang selesai dari 7 7 ribu aduan masuk yang selesai cuma 89 gokillllllllll jabarrrrrrrrr	negative
terimakasih layanan nya the best banget ga lebay kaya signal giliran minta kode bayar bank ga keluar mulu kodenya eror mulu sampe 3 bln the best sapawarga pertahankan tks	positive
payah apk apaan orang mau bayar pajak tahunan stnk malah di tolak pembayaran nya padahal saya udh transfer sebesar 406 100 tapi gak muncul sama sekali bill pembayaran nya saya cek riwayat pembayaran gak ada sama sekali dan dimana kalo yg namanya transaksi di batalkan uang nya tuh balik lagi ke dana saya ini malah gak ada sama sekali gak amanah banget saya sumpahin kualat hidup nya	negative
udah bayar pajak nmax 400rb tpi malah ga masuk transaksi dibatalkan tpi duit udah masuk malah jadinya bayar samsat lagi 400rb manual karena org samsat gamau tau soalnya transaksi ga berhasil padahal gua udah bayar ada bukti qrisnya juga bayar pajak jadi double makan tuh duit gua buat pejabat	negative
semoga bermanfaat	positive
bagus	positive
mau isi data diri tanggal lahir mentok di tahun 2000 hahahaha saya yg lahir tahun 1990 gimana ini isi nya	negative
masa data tanggal lahir tahunnya cuma dampe tahun 2000 yg lahiran tahun 2000 kebawah gmna settingnya hadeuh	negative
terimakasih sangat bermanfaat	positive
aplikasi sapawarga siip mantap	positive
sangat membantu urusan pajak bagi pekerja karyawan	positive
ok	positive
cara ngerubah tahun lahir nya gmn kocak kaga bisa di geser geser tahunlahir 2000 kebawah	negative
lama banget untuk proses ganti nama hampir setahun	negative
mantap	positive
tolong aplikasinya diperbaharui untuk melengkapi data tahun lahir hanya tersedia mulai tahun 2000 ke atas yang lahir tahun 2000 ke bawah gak bisa melengkapi data nih	positive
setelah diperbarui ko jadi begini keluar akun harus daftar lagi trus gk bisa masukin no hp padahal no nya aktif hah makin parah nih afk	neutral
jempol	positive
sangat membantu	positive
aplikasi dari pemerintah suka jelek ampunnn dah	negative
metode pembayaran nya hrs nya lbh bnyak lg kaya dana ovo gopay shoope pay dan virtual account nya jgn cm bank bjb doang dong bayar pajak nya online ngambil cetak stnk nya di samsat jg sama ja bohong dong klo bs sih stnk nya digital nya bs di cetak sndiri	neutral
apk gx ad manfaat nya bikin aduan berbulan bulan gx ada kemajuan hanya sampai ke spa4nlapor permasalah yg di adukan gx beres2 malah makin rumit	negative
seperti biasa aplikasi pemerintahmah gada yg benerr ini mau daftar aja gagal terus pea mau buat akun gagal udh isi data diri gagal juga	negative
mudah bayar pajak	positive
good	positive
lebih buruk dari yang dulu	negative
bagus	positive
setelah byar pajak dokumen skkp nya tidak bisa di download padahal mau saya print lokasi saya jauh padahal plat jabar haruskah menunggu saya pulkam dahulu	negative
susahnya mau bayar pajak aja di persulit jngn bayar pajak aja gitu	negative
sebetulnya udh bagus tapi masih banyak bug di menu loker mulai dari filter profil dll khususnya di android mohon untuk diperbaiki	positive
ok	positive
aplikasi ga jelas mau melengkapi data diri aja suruh tunggu sebentar di bagian kota kabupaten tunggu sebentar sampe kiamat kali	negative
geleh aing	negative
kenapa gk bisa d buka ya mau bayar ini teh	negative
gk bisa di fungsikan	negative
hari ini yuh my	negative
sangat membatu	positive
pengaduan gk bsa trus internal server eror mhon cepat diperbaiki segera	negative
sangat membatu	positive
pengalaman untuk memberi info untuk pembayaran pajak	positive
membantu	positive
sangat berguna aplikasi ini	positive
memudahkan saya dalam pengecekan pajak kendaraan bermotor saya	positive
cape banget asli dari kemaren mau bayar pajak kesalahan sistem terus aplikasi nya eror terus	negative
peebaiki sistem operasi nya biar lebih nyaman	positive
punten lah dangdosan aplikasi teh bade nawur pajeg teu tiasa wae ieu kantenan nuju di luar jabar atanapi wios teuing hnteu nawur ambih anu di luhur hnteu jojogedan	negative
servernya lemot banget kayanya menampilkan datanya lama banget padahal pakai jaringan 5g tuulung tuluuuuung	neutral
mantap jabar bapak aing	positive
lemoootttt	negative
untuk pengisian kolom data diri dan verifikasi nya sangat lambat sekali	neutral
saya sudah mau coba apk ini tapi kenapa ini loading nya lama banget padahal jaringan bagus padahal udah di bantu jaringan wifi jadi pake 2 jaringan tetep aja loading nya lama aneh ini apk tolong dong d perbaiki ini	negative
mohon segera diperbaiki terutama dibagian it nya pas mepet mau bayar pajak kendaraan malah susah terhubung ke server alhasil jadi telat bayar pajak kirain apk pemerintah bisa lebih profesional	negative
ini knp aplikasi nya susah bgt buat login	negative
sistem nya betulin dulu servernya susah mau bayar online pun ga konek konek	negative
apdet dong lemot banget najis	negative
lemot	negative
buat mengisi bio data lama tunggu sebentar sampai berjam jam	negative
ga berfungsi nih perbaiki dong	negative
mins nya aplikasi ini 1 setelah bayar stnk lewat online tida ada rekomendasi di antarkan ke alamat stnk tersebut 2 masalah akun di akun harus masukin dokumen sk klw mau di perifikasi yg jd masalah warga jabar itu tida semua punya dokumen sk termasuk saya karna tidak sekolah maklum jmn dulu yg akhir nya akun saya tida terperifikasi 3 apk sering loding kalau yang lain nya sangat bagus tolong semua di yg atas di perbaiki	negative
gangguan mulu ini mau bayat pajak gabisa terus server eror gajelas sumpah	negative
servernya sering eror tidak merespon terus selalu tidak ada koneksi internet padahal wifi saya bagus dan koneksi sangat stabil	neutral
hadeuh mau bayar pajak online tapi apk nya lemot server tidak merespon selalu begitu benerin atuh bintangnya nanti diganti kalo udah bener	negative
gak bisa login cookk	negative
app yg bagus saya dapat mengecek pajak untuk jwa barat	positive
sangat membantu tidak buang2 waktu lg untuk pengurusan stnk cukup bayar online print bukti pembayaran dan stnk online nya tukar di samsat drive thru dan beres	positive
keren	positive
aplikasi payah daftar siapkerja muter2 aja ga masuk juga update profil pun sama aja udah upload dan isi data diri malah muter2 ga jelas akhirnya ga bisa dipake buat lamar pekerjaan sinkronisasi dengan situs terkait seperti siapkerja dan lokerku juga ga bisa layanan aduan live chat dari aplikasi juga susah	negative
sy trimakasih	positive
sangat membantu untuk kita yang sedang merantau dan banyak kepentingan	positive
kenapa mau bayar pajak motor selalu gagal terus udah di coba berbagai cara pembayaran	positive
mantap sangat membantu sekali tinggakatkan lagi ada admin live nya min	positive
saya tidak dapat meng upload foto pada saat ingin melepas status kendaraan	negative
ok	positive
sangat membantu saya aplikasi luar biasa	positive
jawa barat istimewa	positive
untuk data daerah seperti desa dan kecamatan masih ada yang belum terdata di kabupaten sukabumi kecamatan pabuaran opsi desa nya baru ada 6 harusnya 7 desa desa pabuaran belum masuk data mohon diupdate terimakasih	positive
saya sudah bayar pajak ganti kaleng 5 tahunan kenapa diaplikasi data saya masih belum diupdate masih disuruh bayar	positive
	positive
membantu	positive
pengambilan harus ada data asli jadi sama aja kaya bayar pajak biasa kurang memuaskan	negative
cepat	neutral
bagus sangat membantu	positive
ok	positive
tidak bisa buat akun atau login yeuh min hampura	negative
menurut saya aplikasi ini bagus dan lebih bagus lagi di buat tabungan atau transaksi dll	positive
mantaaaaaapppp banget setelah pa kdm jadi gubernur semua jadi gampang saya blokir kendaraan aja cuma lewat aplikasi ini 1 hari beres mantaaappp	positive
sapawarga belum ada via pengiriman stnk kerumah jadimasi pada waswas warga jabar bayarnya	negative
lumayan buat ngecek pajak	positive
semoga aplikasi ini jujur dan bermanfaat	positive
bagus	positive
sangat membantu	positive
mayan	neutral
ok	positive
sangat membantu sekali	positive
mantap lanjutkan dg kualitas aplikasinya yg lbh bagus	positive
good	positive
tolong segera diperbaiki untuk menu sambara tahun kelahiran hanya sampai kelahiran 2000 bagaimana mau verifikasi klo gtu	negative
saya sudah bayar pajak motor melalui bca tapi tidak bisa klaim telah membayar bukti uang keluar ada tapi aplikasi tidak merespon sampah	negative
mekanisme di samsat sama aja harus fotokopi padahal sdh bayar online di loket e samsat msh ditanya kapan dibayar aneh juga sistemnya kan sdh it tolong dibenahi di samsat cinere unt lbh memudahkan beberapa prov sdh tdk pake fotocopy cukup tunjukin doknya valid tinggal tunggu penyerahan stnk bukti bayar aslinya app sapawarganya sdh ok keren	neutral
informasi yg mudah di akses dan sangat membantu	positive
baik	positive
luarbiasa	positive
ini gimana sih mau cek pajak ribet di suruh previkasi giliran mau verifikasi wilayah kita yang gaada niat ga sih bikin apk	negative
sangat membantu warga jabar	positive
udah tau tata cara nya semua buat bayar pajak motor online tapi buat cetak dokumen e skkp harus ke samsat ktp asli sedangkan motor msh atas nama org jaman udah digital tapi msh setengah gini nanggung bgt bisa di kirim aja ga sih psti di bayar biaya cetak kirim stnk yg baru	negative
rekomendasi dipermudah	positive
lama banget akun verifikasi data udah lengkap bgmn itu sistem di pantau gk sich aplikasi gk jelas keluar sendiri melulu	negative
semoga lebih baik jabar	positive
semoga pemerintah jawa barat selalu amanah menjalini tugas tugas nya	positive
sangat mudah	positive
maaf ini gimana suruh lengkapi data diri nomor telpon sudah di masukan kenapa gak bisa di simpan dan juga kecamatan alamat yang sesuai ktp ko malah gak ada hanya yang muncul beberapa kecamatan saja dan itu juga jauh dari tempat saya coba untuk diperbaiki lagi aplikasinya biar lebih mudah untuk melengkapi data diri terimakasih	negative
lama banget lepas kepemilikan kendaraan ajh status nya udh mau 1 bln belum juga ada perubahan tahap ke tahap nya huhhfff	negative
mau lengkapi data ko tgl kelahiran paling kecil thn 2000 terus yg tahun kelahirannya 1990 gmn ya	positive
daftar apk cuma untuk yang lahir tahun 2000 ke atas dibwah nya gak bisa	neutral
ga jelas baru mau daftar login masa maaf ada kesalahan system terus aplikasi apaan mau ngadu ke pemerintah aja susah nya nauzubillah	negative
sangat membantu dan bermanfaat	positive
membantu cek dan bayar pajak	positive
mantap jiwa oke sekali membantu sekali	positive
sangat membantu	positive
sangat bermanfaat utk info pajak dll kendaraan bermotor	positive
aplikasi ga jelas kalo bayar di sini beda sama bayar langsung kalo langsung ga ada tuh denda denda kalo di aplikasi ga jelas ini malah bayar denda aneh	negative
ok	positive
bagus mantaaaopo dpt diakses dengan mudah dan cepat	positive
sangat bermanfaat	positive
sering eror	negative
mantap sangat mempermudah bayar pajak kendaraan terimakasih	positive
sayangnya gak ada no rangka dan mesin	neutral
aplikasi adu domba warga dgn penguasa warga laporin pejabat dan pejabat yg dilaporin tahu dan handle laporan warga saran diapus aja aplikasi ini krn cuma arena baku pukul saja dan tahu kan siapa yg menang dan siapa yg kalah	negative
okee	positive
blokir kendaraan cukup upload ktp dan selfie proses cuman 2 menit langsung lepas kepemilikan mantap sapawarga	positive
app na alus menbantu cuma petugas lapangan pi ka keheleun wing mayar pajak lewat app ieu lancar terus wing menta cetak ka samsat pajajaran lancar tempo menta cap nu di stnk eh jawabana kang bayar pajakna lewat naon jawab lewat sapawarga tiasa ninggal ktp na jawab abi atos ngalih ka jateng aduh kang pami akang bayarna langsung ka dieu mah ku abi mah di tolak pami teu aya ktpna saur petugas cap janten akang kedah bbn we mumpung nuju aya bebas bea bbn sae ku kituna mah pira cap cing ath	positive
sangat membantu	positive
aplikasi payah ada fitur pembuatan akte kelahiran tapi suka tiba2 balik ke beranda berulang kali ngisi form suka tiba tiba error	negative
sangat berguna dan banyak manfaatnya aplikasi ini	positive
aplikasi tidak jelas ini masa dibuka g ada tampilan sama sekali ngehang g ada apa	negative
mantappp	positive
bisa cek pajak kendaraan bermotor	positive
berguna dan membantu sekali	positive
aman	positive
bagus	positive
sangat bermanfaat	positive
apk tololl ga jelas mlah di bilang gk punya ke daraan	negative
baik	positive
baik	positive
mantab aplikasi nya ketika ngecek bayar pajak antisipasi jumlah yg akan dibayarkan saya sebagai wajib pajak lebih percaya diri tidak ada pungutan lain semoga bangsa ini semakin maju dengan tranfaransi dinas terkait yv mengurus perpajakan dan semoga tidak ada hal hal yg tiadak di inginkan demi kelancaran dan kemajuan pembangunan negeri ini insya allah indonesia semakin maju aamiin aamin aamiin yaa rabbal alamin	positive
ok	positive
telat update	negative
sangat membantu	positive
terimakasih	positive
mantap sangat membantu saya	positive
selalu log out tiba tiba	negative
login aja gak bisa ampun dh	negative
sangat membantu	positive
sangat membantu sekali	positive
yang sambara aplikasi mati ga bisa konek ke server malah di gabung jadi satu kesini suruh lengkapin data lagi kenapa ga dijadiin sso aja secara teknis mau bayar pajak kendaraan aja di persulit pantes banyak yg ga taat pajak klo begini ceritanya	negative
aplikasi nya sangat membantu jdi lebih mudah membayar pajak	positive
informasi dan berita nya sangat membantu	positive
ok	positive
saya rasa semua daerah harus punya super app seperti ini	positive
hampir sempurna dan informatif	positive
hari hari log out account sendiri padahal bukan m banking	negative
teu tiasa di buka apk na pak kumaha ini teh	negative
tertarik	positive
good	positive
bagus	positive
sangat bagus untuk mengetahui jumlah pajak kendraan yg akan di bayar dan info seputar kabupaten bandung	positive
informatif	positive
sangat membantu buat saya untuk mengetahui pajak kendaraan	positive
bagus	positive
untuk perpanjangan pajak hanya pembayaran saja yg online semua persyaratan sama seperti bayar tunai harus dengan foto copy berkas katanya digital dan pencetan stnk hanya bisa di samsat induk tidak bisa digerai untuk e samsat saya rasa tidak memudahkan untuk menunaikan pajak tahunan lebih mudah bayar tunai bisa di gerai samsat seharusnya dengan e samsat dapat lebih mudah sehingga wajib pajak yang sibuk dan jauh dari samsat induk tidak malas membayar pajak terima kasih	neutral
sangat membantu dalam kegiatan makasih devp	positive
sangat membantu	positive
maantaap sangat membantu	positive
membutuhkan penjelasan yg lebih akurat	positive
lumayan lah yah	positive
sangat membantu cuma untuk reservasi kenapa baru ada di beberapa kabupaten saja lengkapi semua kabupaten pak	positive
kurang ga ada aplikasi pengaduan masarakatnya	neutral
oke mantap trims	positive
jagan cuma cek pajak aja coba sekalian cek pajak pindah nama dam mutasi bisa di cek di aplikasi jadi siap kan uang terukur dengan baik	negative
bagus	positive
good	positive
ok	positive
baik cepet	positive
mudah diakses dan sangat membantu	positive
keren aplikasi nya menguji kesabaran eror terusss bayar pajak aja susahnya minta ampunn	positive
ko nyari info pajak kendaraan keluar mulu ya aneh nih	negative
tolong banget ini aplikasi di perhatikan lagi udah bagus cuma aneh aja tiba tiba ke home sendiri tolong lah sekelas provinsi masa aplikasinya begini	neutral
aplikasinya sering gangguan haduh mau update data gangguan terus	negative
sering bermasalah saya baru bayar pajak tahunan kendaraan saya aja buktinya ga keluar gimana coba	negative
sangat membantu untuk masarakat	positive
ok	positive
aplikasi tolol cuma buat login aja susahnya minta ampun	negative
aplikasi dikit dikit keluar padahal masih isi data tulisannya perbaikan sistem dr tahun kemarin gitu terus ga ada perubahan	negative
susah di akses untuk cek kendaraan	negative
ampas	negative
sangat membantu	positive
tolong diperbaiki lagi untuk aplikasinya khususnya bagian it agar diupgrade lagi skillnya hadeuh untuk melengkapi biodata di opsi aduan warga kenapa susah sekali untuk mengisi kolom tanggal lahir tolong di perbaiki lagi	negative
kok aplikasi sapawarga nggak bisa di buka sambara kok nggak bisa di buka cek data kendaraan	negative
sekarang sudah lumayan lancar tapi kadang aplikasi kembali sendiri	positive
bagus	positive
nyoba bayar pajak tahunan stnk di aplikasi ini ternyata dibatalkan sepihak oleh aplikasi sapa warga padahal uang nya sudah saya transfer minta bantuan ke hotline jabar nya gk ada bantuan sama sekali malah saling oper kesana kesini ya udah deh hilang 200k	negative
baik dan semoga selalu bermanfaat lagi berkah beuh	positive
sangat membantu	positive
busuk bgt mau update data diri karena biar bisa ngurus pajak kendaraan motor malah ngga bisa kacau aplikasi nya mendingan pakai sambara yg dulu digabung gini malah ga beres	negative
untuk memasukkan plat nomor gak bisa2	negative
tidak bisa save data diri	negative
yamembantu inpormasi	neutral
sangat membantu	positive
sangat membantu	positive
good	positive
bagus	positive
jelek mau masukin data diri aja susahnya minta ampun mening cari aja developer aplikasi yg lain	negative
gak bisa simpen data diri woyyyy	negative
tidak bisa melengkapi biodata jadi mau menghapus data nama di stnk gk bisa diproses mohon di bantu	negative
akun sekelas pemerintah masukin data aja susah	negative
bagus aplikasi nya semangat	positive
error gbsa d buka sapawarga	neutral
ok	positive
aplikasi abal abal masukin data aja eero code terus kya aplikasi masih development aja	negative
saya hendak melakukan pelaporan jalan dan kondisi trotoar yang buruk melalui fitur aduan dan diminta untuk melengkapi data tapi setelah saya mengisi data data tersebut tidak bisa disimpan otomatis saya tidak bisa mengakses fitur aduan padahal saya butuh untuk penelitian skripsi saya sayang sekali dengan fitur yang potensial ini tapi tidak dioptimalisasikan tolong segera diperbaiki saya lihat sudah banyak aduan yang sama juga di kolom ulasan	neutral
bagus	positive
bagus tapi pas daftar suka eror pdahal kuota nya masi banyak	neutral
mantap tapi kekurangan nya untuk pajak 5 th kalau bisa masuk online klau tidak calo calo panen raya di samsat saya istigfar melihat praktek gak sesuai	positive
sangat membantu	positive
gabisa update data diri udah di isi semua tapi gabisa di simpan abis abisin anggaran aja bikin aplikasi jelek gini	negative
bintang yang bicara	positive
tidak bisa melengkapi profil loading terus	neutral
apk yang tidak ramah nyuruh melengkapi data tapi malah berputar putar	negative
tidak bisa lengkapi data diri	negative
ok	positive
ok	positive
menu sabara tidak bisa dibuka diminta lengkapi data setelah dilengkapi dan di validasi dan simpan tetap aja data tdk bisa disimpan sehingga menu bayar pajak kendaraan tdk bisa mohon petunjuknya	negative
najis bgt ga bisa melengkapi data aplikasi ga guna	negative
aplikasi rusak isi data ga ke simpen simpen	negative
pengisian kelengkapan data diri bolak balik ga bisa2 aplikasinya butut	negative
ngisi profil gaa kesimpen terus padahal jaringan bagus	negative
top markotop sangat membantu baarakallahu lakum	positive
sangat membantu jadi mudah	positive
mohon di perbaiki untuk perubahan data akun profil tidak bisa di simpan saya sudah berulang kali mengisi data profil tidak bisa di simpan malah balik ke halaman perubahan data terus	positive
aplikasi nya bagus tapi untuk lepas kepemilikan sudah hampir 3 bulan masih menunggu verifikasi aja tolong di percepat	positive
min pas download e skkp kok file nya gk muncul ya gimna min	neutral
sapa warga tolong atur ulang untuk penentuan tanggal lahir supaya lebih mudah karna yang ada ribet harus scroll geser penentuan th lahir nya lama	neutral
bagus ssuai	positive
bisa teu min lamun ngisi data diri tanggal lahir tingal ngetik tong kudu ngageser pan cangkel atuh komo nulahir taun 70 mah terus teu kudu make alamat patokan sakirana apk na masih keneh abal abal mah cukup ku rt rw oge sok omean apk teh da gede dana teh	negative
memudahkan untuk mengecek pmbayaran pajak kendaraan	positive
aplikasi tolol disuruh lengkapi data mulu tapi pas sudah isi data gbsa di save	negative
bagus	positive
ga bisa isi data diri	negative
aplikasi gak jelas masa mau lengkap data diri simpan gak ke save data diri saya buang anggaran saja buat aplikasi gak bisa simpan data orang pantes rawan diretas orang benerin bug gak bisa buang anggaran saja buat apk gak bisa simpen data diri	negative
sangat membantu	positive
gimana nih mau ubah isi data pribadi nggak bisa nyimpen padahal petunjuk pengisian sudah sesuai cam mana mau ngisi kalo gini keadaannya	negative
informasi akurat adanya sapa warga	positive
apliaksi sekelas pemerintahan jelek gini kalah sama aplikasi pinjol	negative
mau lengkapi data diri sambara ajj sulit terus an gabisa disave berhari coba ttp	negative
kaga ada gunanya ini mau lengkapi data aja susahnya minta ampun	negative
dipinta lengkapi data diri sudah dilengkapi semua tapi ga mau kesimpen simpen padahal udah di isi semua sesuai yang harus di isi	negative
ok	positive
tidak bisa masuk padahal sudah isi data diri	negative
banyak bug	negative
tak guna	negative
terimakasih sapawarga sangat membantu	positive
harus nya bisa urus pajak 5 tahunan juga itu pasti lebih bagus jadi yg sklian mau balik nama gak susah sesuai arahan gubernur jabar ini update sama saja ko pembayaran pajak 5 tahunan buat yg beli second dan pemilik pribadi tidak bisa di lakukan padahal gk bsa libur kerja pake biro jasa amat sangat mahal	negative
sangat membantu sekali	positive
eror saat melakukan pembayaran melalui qris mohon segera perbaiki	negative
bagus sangat membantu	positive
sangat membantu	positive
lebih mudah mencari informasi	neutral
bagus	positive
ok	positive
samsat pondok gede lucu banget anak saya bayar pajak 5 tahunan bisa tapi saya bayar pajak 5 tahunan gak bisa	negative
sangat membantu warga	positive
tes dlu baru download udah harus di update	neutral
good info	positive
aplikasi yang sangat bermanfaat dan antar muka mudah sekali dipahami dan digunakan	positive
sangat membantu dalam mencari informasi tentang jawa barat	positive
semenjak di update tidak bisa masuk akun malah keluar terus gimana ini	negative
good	positive
baik membantu	positive
ok	positive
mantap	positive
mantap sapawarga jabar super apps terus update hal hal baru dan berinovasi terus ditunggu ya	neutral
percuma bayar cetak stnk harus ke samsat juga mening aplikasi signal bisa diantar ke rumah stnk nya qplikasi g jelas	negative
bagus banget aplikasi sapawargajabar ini temen berguna banget buat aku yang mau daftar spmb link buat spmb gabisa di akses sama aku untung aja bisa pake aplikasi ini bener membantu banget	positive
bagus	positive
aksesnya cepat	positive
bagus sangat akurat	positive
pasang aplikasi sapawarga	positive
alhamdulilah sangat membantu sekali	positive
nggk bisa daftar tolong diperbaiki	negative
sangat membantu	positive
di update malah force stop sendiri bagus kemaren sblm update lancar login nya	negative
bagus	positive
saya bangga sebagai warga jabar punya aplikasi canggih simple seperti ini	positive
sangat membantu	positive
kalo kita bayar pajak secara online ntii surat stnk nya gmna pak dikirim melalui pos apa tetep hrus ambil ke samsat	positive
sangat membantu masyarakat	positive
so far so good	positive
sangat membantu	positive
bagus	positive
kurang maksimal mohon di tingkat kan lagi	positive
layanan data kependudukan cm ada 2 sumedang dan bandung cirebon punya sintren tapi udah mati di alihkan ke ikd yg ruwed kebanyakan berkas yang harus di upload buat bikin akte	negative
apk ini bagus tuk melihat pajak kendaraan di jawa barat	positive
ok	positive
ok	positive
sangat ngebantu	positive
aplikasi yg sangat nemudahkan warga	positive
mengapdate ke versi terbaru susah	negative
aplikasinya sudah oke	negative
mantap sekali	positive
mantap bos	positive
bagus	positive
sangat membantu	positive
mntapp	neutral
bermampaat	positive
is good terlengkap	positive
sangat membantu	positive
alhamdullilah keterima negeri	positive
alus sae	positive
mohon maaf untuk melengkapi data tidak bisa karena kolom rt hanya sampai rt 061 sedangkan tempat saya rt 065 mohon solusinya	neutral
bersama bapak aing jabar istimewa	positive
bagus buat lebih tahu bahwa pajak kendaran yg harus di siapkan harga pajak nyah makasih trus kembangkan	positive
bagus	positive
kenapa setelah di update malah gak bisa login pake akun google min padahal biasanya saya masuk pake akun google maaf bintang nya saya kurangin min	neutral
tampilannya kok jadi aneh gini	negative
setelah aplikasinya di perbarui fitur pajaknya sama sekali gak bisa di buka	negative
bermanfaat banget untuk mengecek pajak kendaraan	positive
cukup bahus pelayannana	positive
sangat terbantu ada nya aplikasi inih	positive
ditingkat kembali signal jaringan pelayanan	positive
semenjak di update malah log out sendiri di benerin dong aplikasi nya mau bayar pajak ini susah amit team it pada ngapain sih	negative
suka logout sendiri	neutral
terimakasih	positive
saya mau bayar pajak kendaraan perusahaan ketika saya masukan npwp perusahaan yang sesuai dengan atas nama kendaraan tersebut knpa npwp tidak sesuai ya padahal sudah benar penulisnya mohon arahannya untuk kebaikan dan kelancaran pajak ke negara	positive
ribet susah	negative
minta tolong inimah buat pengelola aplikasi dan instansi terkait agar diadakan fitur cabut berkas kendaraan biar gaperlu jauh pergi ke samsat asal kalo bisa langsung mutasi juga gapapa	neutral
ini yang di sebut aplikasi cuman buat buang buang anggaran gak fungsi	negative
sush amat daftar nya bikin password aja ribet udh huruf kapital dll jg ttp aja gk bs	negative
mantap	positive
akurat	positive
di reno 4f sampai saat ini aplikasi gk bisa dibuka kasih solusinya dong apakah di semua reno 4f aplikasi cuma blank hitam	positive
easy to use	positive
demi kemajuan jabar siap kami dukung	positive
nge lag parah	negative
susah banyak masalah sulit untuk upload berkas anak sekolah	negative
sptjm tida bisa di unduh	positive
malah di gabungin sama aplikasi penerimaan sekolah mana sering eror kocak daftar masuk sekolah harusnya pisah aplikasi malah di gabungin sama aplikasi pajak kendaraan ribet amat jabar	negative
aplikasi sekarang jadi macet mohon untuk diperbaiki	neutral
lemot	negative
